GameID,Gender,Season,DayNum,GameType,isRegularSeason,isTourney,HasBoxscore,WTeamID,LTeamID,WScore,LScore,ScoreDiff,TotalScore,WLoc,NeutralSite,WHome,WAway,LHome,LAway,NumOT,WSeed,WSeedNum,WSeedRegion,LSeed,LSeedNum,LSeedRegion,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,_row_order,_is_tournament
W_2010_138_3340_3401,W,2010,138,NCAATourney,0,1,1,3401,3340,84,53,31,137,N,1,0,0,0,0,0,Z02,2.0,Z,Z15,15.0,Z,31,62,3,10,19,32,15,33,21,11,14,2,11,21,63,9,27,2,4,10,22,8,20,9,4,19,5050,True
W_2010_138_3343_3385,W,2010,138,NCAATourney,0,1,1,3385,3343,65,47,18,112,N,1,0,0,0,0,0,W06,6.0,W,W11,11.0,W,27,59,1,10,10,18,14,28,7,12,11,1,14,17,60,1,10,12,15,16,25,9,16,5,3,15,5051,True
W_2010_138_3390_3415,W,2010,138,NCAATourney,0,1,1,3390,3415,79,47,32,126,H,0,1,0,0,1,0,Z01,1.0,Z,Z16,16.0,Z,27,61,6,19,19,25,16,28,11,8,6,1,11,19,50,6,22,3,10,6,23,9,15,1,2,16,5052,True
W_2010_139_3114_3210,W,2010,139,NCAATourney,0,1,1,3114,3210,63,53,10,116,N,1,0,0,0,0,0,Y11,11.0,Y,Y06,6.0,Y,20,47,6,13,17,26,9,26,15,17,11,2,14,23,62,1,7,6,8,15,23,7,16,9,4,20,5053,True
W_2010_139_3156_3323,W,2010,139,NCAATourney,0,1,1,3323,3156,86,58,28,144,H,0,1,0,0,1,0,Y02,2.0,Y,Y15,15.0,Y,33,64,3,11,17,23,10,30,25,14,13,2,15,22,59,2,15,12,16,10,23,15,24,8,1,17,5054,True
W_2010_139_3163_3380,W,2010,139,NCAATourney,0,1,1,3163,3380,95,39,56,134,N,1,0,0,0,0,0,W01,1.0,W,W16,16.0,W,32,52,9,16,22,26,12,40,27,21,10,7,9,15,65,5,26,4,7,12,10,7,15,8,3,18,5055,True
W_2010_139_3177_3435,W,2010,139,NCAATourney,0,1,1,3435,3177,83,76,7,159,N,1,0,0,0,0,1,Z06,6.0,Z,Z11,11.0,Z,28,63,5,22,22,33,15,32,21,17,9,2,17,31,76,7,19,7,11,16,25,18,16,8,5,25,5056,True
W_2010_139_3190_3462,W,2010,139,NCAATourney,0,1,1,3462,3190,94,82,12,176,H,0,1,0,0,1,0,Z03,3.0,Z,Z14,14.0,Z,36,82,7,26,15,19,26,26,21,14,11,7,15,28,64,15,31,11,17,12,22,16,16,8,3,19,5057,True
W_2010_139_3235_3250,W,2010,139,NCAATourney,0,1,1,3235,3250,79,42,37,121,H,0,1,0,0,1,0,W04,4.0,W,W13,13.0,W,29,59,7,17,14,15,14,32,16,15,5,3,16,11,50,5,23,15,17,7,17,6,17,8,6,18,5058,True
W_2010_139_3241_3396,W,2010,139,NCAATourney,0,1,1,3396,3241,65,53,12,118,N,1,0,0,0,0,0,W08,8.0,W,W09,9.0,W,24,57,6,17,11,16,10,25,11,17,10,7,12,21,59,4,18,7,15,17,27,9,21,11,1,14,5059,True
W_2010_139_3249_3452,W,2010,139,NCAATourney,0,1,1,3452,3249,58,43,15,101,N,1,0,0,0,0,0,X03,3.0,X,X14,14.0,X,22,58,4,20,10,19,16,32,12,23,13,1,12,16,52,5,21,6,10,4,24,11,21,7,2,17,5060,True
W_2010_139_3280_3292,W,2010,139,NCAATourney,0,1,1,3280,3292,68,64,4,132,N,1,0,0,0,0,0,W07,7.0,W,W10,10.0,W,26,59,7,19,9,11,11,30,16,17,5,2,9,23,65,12,37,6,8,12,22,19,14,5,0,14,5061,True
W_2010_139_3301_3417,W,2010,139,NCAATourney,0,1,1,3417,3301,74,54,20,128,N,1,0,0,0,0,0,Y08,8.0,Y,Y09,9.0,Y,28,55,4,8,14,15,12,29,16,17,7,4,17,18,54,6,21,12,15,10,16,8,14,9,1,18,5062,True
W_2010_139_3304_3320,W,2010,139,NCAATourney,0,1,1,3304,3320,83,44,39,127,N,1,0,0,0,0,0,Y01,1.0,Y,Y16,16.0,Y,26,61,10,20,21,25,13,32,20,11,10,3,14,17,58,2,23,8,11,10,24,8,17,4,3,21,5063,True
W_2010_139_3326_3384,W,2010,139,NCAATourney,0,1,1,3326,3384,93,59,34,152,N,1,0,0,0,0,0,W02,2.0,W,W15,15.0,W,37,75,6,17,13,18,19,36,26,16,10,6,14,20,70,7,30,12,18,16,22,10,18,12,5,11,5064,True
W_2010_139_3328_3355,W,2010,139,NCAATourney,0,1,1,3328,3355,68,57,11,125,H,0,1,0,0,1,0,Y03,3.0,Y,Y14,14.0,Y,27,61,4,16,10,11,11,25,15,13,10,4,13,21,57,8,18,7,8,11,24,10,18,5,0,14,5065,True
W_2010_139_3361_3400,W,2010,139,NCAATourney,0,1,1,3361,3400,74,63,11,137,A,0,0,1,1,0,0,X11,11.0,X,X06,6.0,X,22,52,9,17,21,35,11,37,15,21,7,6,22,22,66,1,13,18,31,14,27,11,14,12,4,24,5066,True
W_2010_139_3436_3458,W,2010,139,NCAATourney,0,1,1,3436,3458,64,55,9,119,N,1,0,0,0,0,0,Y10,10.0,Y,Y07,7.0,Y,21,52,3,11,19,27,6,30,14,11,8,10,13,22,61,5,15,6,9,11,30,13,15,7,4,22,5067,True
W_2010_139_3438_3453,W,2010,139,NCAATourney,0,1,1,3453,3438,69,67,2,136,N,1,0,0,0,0,0,W12,12.0,W,W05,5.0,W,16,44,3,13,34,40,11,32,10,30,9,1,23,25,67,2,10,15,23,14,21,10,19,22,3,28,5068,True
W_2010_140_3124_3207,W,2010,140,NCAATourney,0,1,1,3124,3207,49,33,16,82,N,1,0,0,0,0,0,X04,4.0,X,X05,5.0,X,16,42,0,4,17,27,7,38,10,21,8,16,10,12,70,3,18,6,10,19,25,9,13,8,5,24,5069,True
W_2010_140_3173_3397,W,2010,140,NCAATourney,0,1,1,3397,3173,92,64,28,156,H,0,1,0,0,1,0,X01,1.0,X,X08,8.0,X,41,76,6,11,4,12,16,28,20,9,10,10,16,27,65,4,13,6,10,12,25,9,15,6,5,16,5070,True
W_2010_140_3181_3261,W,2010,140,NCAATourney,0,1,1,3181,3261,60,52,8,112,H,0,1,0,0,1,0,X02,2.0,X,X07,7.0,X,23,52,1,10,13,16,11,21,5,19,13,3,16,20,48,2,7,10,10,7,20,13,22,9,4,15,5071,True
W_2010_140_3199_3385,W,2010,140,NCAATourney,0,1,1,3199,3385,66,65,1,131,H,0,1,0,0,1,1,W03,3.0,W,W06,6.0,W,25,58,6,16,10,12,14,21,17,21,7,6,20,24,62,0,4,17,24,18,18,11,16,7,2,14,5072,True
W_2010_140_3208_3329,W,2010,140,NCAATourney,0,1,1,3208,3329,74,71,3,145,N,1,0,0,0,0,1,Z05,5.0,Z,Z04,4.0,Z,21,63,8,26,24,37,24,29,13,12,2,7,21,20,66,6,17,25,30,20,24,10,9,6,3,24,5073,True
W_2010_140_3211_3401,W,2010,140,NCAATourney,0,1,1,3211,3401,72,71,1,143,N,1,0,0,0,0,0,Z07,7.0,Z,Z02,2.0,Z,26,59,6,12,14,18,11,26,15,17,11,8,12,30,66,3,10,8,15,15,26,16,18,15,8,16,5074,True
W_2010_140_3234_3390,W,2010,140,NCAATourney,0,1,1,3390,3234,96,67,29,163,H,0,1,0,0,1,0,Z01,1.0,Z,Z08,8.0,Z,36,64,11,18,13,19,16,25,26,16,6,4,11,27,61,7,23,6,9,10,17,13,14,5,2,13,5075,True
W_2010_140_3246_3277,W,2010,140,NCAATourney,0,1,1,3246,3277,70,52,18,122,H,0,1,0,0,1,0,Y04,4.0,Y,Y05,5.0,Y,25,59,3,13,17,28,11,29,13,11,14,4,13,19,55,2,12,12,15,8,29,9,18,8,5,21,5076,True
W_2010_141_3114_3328,W,2010,141,NCAATourney,0,1,1,3328,3114,60,44,16,104,H,0,1,0,0,1,0,Y03,3.0,Y,Y11,11.0,Y,23,47,1,7,13,15,8,27,11,22,6,1,10,19,51,0,16,6,12,9,18,9,20,11,1,16,5077,True
W_2010_141_3163_3396,W,2010,141,NCAATourney,0,1,1,3163,3396,90,36,54,126,N,1,0,0,0,0,0,W01,1.0,W,W08,8.0,W,34,55,12,17,10,13,10,37,22,15,8,11,8,14,60,5,24,3,9,14,13,10,15,12,0,16,5078,True
W_2010_141_3235_3453,W,2010,141,NCAATourney,0,1,1,3235,3453,60,56,4,116,H,0,1,0,0,1,0,W04,4.0,W,W12,12.0,W,19,51,8,24,14,21,8,23,13,10,5,3,12,20,48,6,17,10,10,5,26,15,18,3,2,20,5079,True
W_2010_141_3280_3326,W,2010,141,NCAATourney,0,1,1,3280,3326,87,67,20,154,N,1,0,0,0,0,0,W07,7.0,W,W02,2.0,W,34,61,12,22,7,13,8,18,21,11,14,2,9,25,54,10,15,7,9,13,21,17,24,3,6,14,5080,True
W_2010_141_3304_3417,W,2010,141,NCAATourney,0,1,1,3304,3417,83,70,13,153,N,1,0,0,0,0,0,Y01,1.0,Y,Y08,8.0,Y,25,45,8,15,25,38,9,19,21,17,4,2,12,28,62,5,13,9,10,15,19,16,19,11,2,26,5081,True
W_2010_141_3323_3436,W,2010,141,NCAATourney,0,1,1,3323,3436,84,66,18,150,H,0,1,0,0,1,0,Y02,2.0,Y,Y10,10.0,Y,31,59,3,10,19,29,15,19,20,14,19,1,13,27,55,7,15,5,5,9,20,19,25,10,5,20,5082,True
W_2010_141_3361_3452,W,2010,141,NCAATourney,0,1,1,3361,3452,64,55,9,119,N,1,0,0,0,0,0,X11,11.0,X,X03,3.0,X,23,52,4,8,14,20,11,23,12,16,6,2,17,20,47,2,9,13,22,10,21,3,18,7,2,22,5083,True
W_2010_141_3435_3462,W,2010,141,NCAATourney,0,1,1,3462,3435,63,62,1,125,H,0,1,0,0,1,0,Z03,3.0,Z,Z06,6.0,Z,27,69,4,21,5,9,23,18,17,8,9,1,14,23,55,7,20,9,10,14,21,15,16,6,2,11,5084,True
W_2010_145_3124_3397,W,2010,145,NCAATourney,0,1,1,3124,3397,77,62,15,139,A,0,0,1,1,0,0,X04,4.0,X,X01,1.0,X,26,53,3,7,22,25,6,35,18,12,2,13,12,25,76,5,16,7,15,19,23,13,8,5,3,17,5085,True
W_2010_145_3181_3361,W,2010,145,NCAATourney,0,1,1,3181,3361,66,58,8,124,N,1,0,0,0,0,0,X02,2.0,X,X11,11.0,X,24,59,2,9,16,22,19,23,12,23,23,3,14,20,53,9,25,9,11,10,18,11,26,11,6,15,5086,True
W_2010_145_3208_3390,W,2010,145,NCAATourney,0,1,1,3390,3208,73,36,37,109,H,0,1,0,0,1,0,Z01,1.0,Z,Z05,5.0,Z,28,66,5,17,12,15,17,40,19,11,4,3,10,12,59,4,22,8,13,9,24,4,12,5,6,17,5087,True
W_2010_145_3211_3462,W,2010,145,NCAATourney,0,1,1,3462,3211,74,56,18,130,N,1,0,0,0,0,0,Z03,3.0,Z,Z07,7.0,Z,28,58,7,15,11,16,18,29,17,22,8,5,13,21,59,3,12,11,15,12,17,13,16,12,5,14,5088,True
W_2010_146_3163_3235,W,2010,146,NCAATourney,0,1,1,3163,3235,74,36,38,110,N,1,0,0,0,0,0,W01,1.0,W,W04,4.0,W,26,66,11,26,11,13,15,32,22,9,7,6,10,15,53,6,25,0,0,6,26,10,18,3,1,11,5089,True
W_2010_146_3199_3280,W,2010,146,NCAATourney,0,1,1,3199,3280,74,71,3,145,N,1,0,0,0,0,0,W03,3.0,W,W07,7.0,W,29,57,6,18,10,12,11,22,20,14,5,7,15,27,65,10,24,7,11,19,19,21,14,4,4,17,5090,True
W_2010_146_3246_3304,W,2010,146,NCAATourney,0,1,1,3246,3304,76,67,9,143,N,1,0,0,0,0,0,Y04,4.0,Y,Y01,1.0,Y,31,62,8,16,6,12,13,23,15,16,10,3,21,24,51,5,12,14,20,7,18,10,16,5,2,15,5091,True
W_2010_146_3323_3328,W,2010,146,NCAATourney,0,1,1,3328,3323,77,72,5,149,N,1,0,0,0,0,1,Y03,3.0,Y,Y02,2.0,Y,30,70,7,14,10,11,15,29,21,17,7,5,14,27,63,3,8,15,17,8,25,14,12,11,5,14,5092,True
W_2010_147_3124_3181,W,2010,147,NCAATourney,0,1,1,3124,3181,51,48,3,99,N,1,0,0,0,0,0,X04,4.0,X,X02,2.0,X,18,53,2,12,13,20,8,34,12,12,4,9,18,15,65,3,17,15,20,19,29,7,11,6,4,16,5093,True
W_2010_147_3390_3462,W,2010,147,NCAATourney,0,1,1,3390,3462,55,53,2,108,H,0,1,0,0,1,0,Z01,1.0,Z,Z03,3.0,Z,20,57,4,18,11,14,10,29,13,12,2,3,13,23,60,1,14,6,11,11,28,11,12,8,2,17,5094,True
W_2010_148_3163_3199,W,2010,148,NCAATourney,0,1,1,3163,3199,90,50,40,140,N,1,0,0,0,0,0,W01,1.0,W,W03,3.0,W,32,60,6,12,20,25,13,33,23,18,7,8,16,18,63,4,14,10,15,14,17,10,19,2,3,17,5095,True
W_2010_148_3246_3328,W,2010,148,NCAATourney,0,1,1,3328,3246,88,68,20,156,N,1,0,0,0,0,0,Y03,3.0,Y,Y04,4.0,Y,32,52,5,15,19,21,8,28,15,21,8,2,18,23,70,2,17,20,22,20,14,6,14,12,0,17,5096,True
W_2010_153_3124_3163,W,2010,153,NCAATourney,0,1,1,3163,3124,70,50,20,120,N,1,0,0,0,0,0,W01,1.0,W,X04,4.0,X,28,67,3,17,11,19,14,25,20,7,6,3,15,17,45,1,7,15,20,6,28,11,21,5,5,17,5097,True
W_2010_153_3328_3390,W,2010,153,NCAATourney,0,1,1,3390,3328,73,66,7,139,N,1,0,0,0,0,0,Z01,1.0,Z,Y03,3.0,Y,27,69,1,15,18,27,18,35,13,7,7,3,12,26,68,4,17,10,16,12,29,7,9,4,4,19,5098,True
W_2010_155_3163_3390,W,2010,155,NCAATourney,0,1,1,3163,3390,53,47,6,100,N,1,0,0,0,0,0,W01,1.0,W,Z01,1.0,Z,19,58,6,20,9,22,14,35,9,10,5,7,9,18,68,8,22,3,4,16,33,11,11,2,1,20,5099,True
W_2011_138_3113_3396,W,2011,138,NCAATourney,0,1,1,3396,3113,63,45,18,108,N,1,0,0,0,0,0,Y10,10.0,Y,Y07,7.0,Y,27,59,4,13,5,6,12,23,12,10,11,4,15,17,55,2,15,9,10,15,21,11,18,5,3,12,10184,True
W_2011_138_3132_3210,W,2011,138,NCAATourney,0,1,1,3210,3132,69,58,11,127,N,1,0,0,0,0,0,Y05,5.0,Y,Y12,12.0,Y,27,58,2,9,13,18,16,16,11,16,13,3,18,20,43,2,6,16,18,9,18,5,25,5,3,16,10185,True
W_2011_138_3173_3336,W,2011,138,NCAATourney,0,1,1,3336,3173,75,66,9,141,H,0,1,0,0,1,0,Z06,6.0,Z,Z11,11.0,Z,27,66,3,12,18,21,12,30,10,13,10,3,9,27,64,10,23,2,5,9,28,16,22,3,0,17,10186,True
W_2011_138_3177_3298,W,2011,138,NCAATourney,0,1,1,3177,3298,56,43,13,99,N,1,0,0,0,0,0,Z03,3.0,Z,Z14,14.0,Z,25,67,3,15,3,8,20,19,10,8,12,3,8,16,41,4,19,7,12,10,25,9,23,5,1,12,10187,True
W_2011_138_3181_3404,W,2011,138,NCAATourney,0,1,1,3181,3404,90,45,45,135,H,0,1,0,0,1,0,Z02,2.0,Z,Z15,15.0,Z,37,69,7,20,9,14,14,24,25,8,16,1,15,15,43,4,17,11,17,8,22,8,24,3,0,15,10188,True
W_2011_138_3201_3314,W,2011,138,NCAATourney,0,1,1,3314,3201,82,68,14,150,N,1,0,0,0,0,0,X05,5.0,X,X12,12.0,X,27,58,6,16,22,29,16,34,13,15,8,6,14,21,71,14,50,12,16,19,19,15,11,10,1,22,10189,True
W_2011_138_3211_3234,W,2011,138,NCAATourney,0,1,1,3211,3234,92,86,6,178,H,0,1,0,0,1,0,X11,11.0,X,X06,6.0,X,37,77,5,14,13,17,15,29,21,16,15,4,16,30,67,13,29,13,17,9,28,19,19,5,2,15,10190,True
W_2011_138_3214_3246,W,2011,138,NCAATourney,0,1,1,3246,3214,66,62,4,128,N,1,0,0,0,0,1,X04,4.0,X,X13,13.0,X,22,64,8,19,14,19,15,25,14,13,8,6,17,23,63,6,15,10,13,17,28,11,17,4,6,16,10191,True
W_2011_138_3235_3265,W,2011,138,NCAATourney,0,1,1,3265,3235,74,64,10,138,N,1,0,0,0,0,0,Z10,10.0,Z,Z07,7.0,Z,24,55,10,27,16,23,4,25,21,7,8,4,22,19,55,5,19,21,29,17,31,12,17,3,0,20,10192,True
W_2011_138_3266_3400,W,2011,138,NCAATourney,0,1,1,3266,3400,68,65,3,133,N,1,0,0,0,0,0,Y08,8.0,Y,Y09,9.0,Y,25,56,5,15,13,14,8,27,9,14,7,7,6,29,74,7,19,0,0,18,24,13,11,9,6,15,10193,True
W_2011_138_3285_3417,W,2011,138,NCAATourney,0,1,1,3417,3285,55,47,8,102,N,1,0,0,0,0,0,X03,3.0,X,X14,14.0,X,17,40,1,7,20,33,12,20,6,19,19,5,14,16,49,7,20,8,12,14,20,9,25,8,2,20,10194,True
W_2011_138_3323_3428,W,2011,138,NCAATourney,0,1,1,3323,3428,67,54,13,121,A,0,0,1,1,0,0,Y02,2.0,Y,Y15,15.0,Y,25,56,3,7,14,21,11,23,16,10,7,6,14,18,55,6,18,12,15,15,26,7,18,5,3,19,10195,True
W_2011_138_3326_3416,W,2011,138,NCAATourney,0,1,1,3326,3416,80,69,11,149,H,0,1,0,0,1,0,Y04,4.0,Y,Y13,13.0,Y,32,61,3,11,13,18,9,24,23,11,8,6,12,25,63,8,19,11,12,15,24,10,18,6,0,19,10196,True
W_2011_138_3385_3403,W,2011,138,NCAATourney,0,1,1,3385,3403,55,50,5,105,N,1,0,0,0,0,0,X09,9.0,X,X08,8.0,X,21,60,2,6,11,19,18,29,12,21,11,3,10,20,60,3,12,7,9,13,27,10,20,12,4,17,10197,True
W_2011_138_3390_3413,W,2011,138,NCAATourney,0,1,1,3390,3413,86,59,27,145,H,0,1,0,0,1,0,X01,1.0,X,X16,16.0,X,31,56,13,22,11,12,8,25,28,12,8,1,11,22,47,6,14,9,12,2,17,13,15,3,0,14,10198,True
W_2011_138_3391_3397,W,2011,138,NCAATourney,0,1,1,3397,3391,99,34,65,133,H,0,1,0,0,1,0,Y01,1.0,Y,Y16,16.0,Y,39,70,8,20,13,24,17,46,19,7,7,9,10,12,66,3,24,7,9,10,21,3,13,3,1,18,10199,True
W_2011_139_3114_3453,W,2011,139,NCAATourney,0,1,1,3453,3114,59,55,4,114,N,1,0,0,0,0,0,W05,5.0,W,W12,12.0,W,23,54,5,12,8,12,12,24,18,17,6,2,10,23,51,5,17,4,6,5,23,16,17,7,1,21,10200,True
W_2011_139_3124_3341,W,2011,139,NCAATourney,0,1,1,3124,3341,66,30,36,96,H,0,1,0,0,1,0,W01,1.0,W,W16,16.0,W,25,55,1,11,15,28,15,36,12,13,10,14,9,12,60,3,15,3,5,13,20,3,18,5,1,16,10201,True
W_2011_139_3163_3216,W,2011,139,NCAATourney,0,1,1,3163,3216,75,39,36,114,H,0,1,0,0,1,0,Z01,1.0,Z,Z16,16.0,Z,30,61,4,11,11,13,14,33,20,11,6,1,10,17,54,3,18,2,4,5,18,9,11,7,0,14,10202,True
W_2011_139_3199_3359,W,2011,139,NCAATourney,0,1,1,3199,3359,76,46,30,122,N,1,0,0,0,0,0,W03,3.0,W,W14,14.0,W,26,55,5,11,19,28,16,36,15,16,5,0,19,14,52,5,19,13,19,7,16,7,12,3,2,21,10203,True
W_2011_139_3205_3274,W,2011,139,NCAATourney,0,1,1,3274,3205,80,62,18,142,N,1,0,0,0,0,0,Y03,3.0,Y,Y14,14.0,Y,25,66,6,20,24,33,19,31,15,14,12,8,12,24,70,8,22,6,7,16,24,10,21,8,1,23,10204,True
W_2011_139_3207_3343,W,2011,139,NCAATourney,0,1,1,3207,3343,65,49,16,114,N,1,0,0,0,0,0,Z05,5.0,Z,Z12,12.0,Z,23,57,8,21,11,15,12,19,9,8,5,5,15,16,43,4,18,13,16,9,24,11,18,5,2,14,10205,True
W_2011_139_3208_3292,W,2011,139,NCAATourney,0,1,1,3208,3292,56,41,15,97,N,1,0,0,0,0,0,W06,6.0,W,W11,11.0,W,21,44,1,7,13,18,8,30,7,21,10,4,14,16,56,3,20,6,10,12,19,7,17,6,0,18,10206,True
W_2011_139_3222_3452,W,2011,139,NCAATourney,0,1,1,3452,3222,79,73,6,152,A,0,0,1,1,0,0,W09,9.0,W,W08,8.0,W,26,69,5,14,22,32,26,26,11,17,9,3,19,22,56,7,17,22,29,10,26,9,16,5,5,21,10207,True
W_2011_139_3241_3328,W,2011,139,NCAATourney,0,1,1,3328,3241,86,72,14,158,N,1,0,0,0,0,0,Y06,6.0,Y,Y11,11.0,Y,31,67,4,16,20,23,18,31,12,22,7,6,20,28,77,2,25,14,19,17,21,7,14,15,4,21,10208,True
W_2011_139_3243_3345,W,2011,139,NCAATourney,0,1,1,3345,3243,53,45,8,98,N,1,0,0,0,0,0,Z09,9.0,Z,Z08,8.0,Z,17,42,5,14,14,16,4,23,9,13,6,6,9,19,63,6,23,1,2,20,22,6,16,3,0,15,10209,True
W_2011_139_3256_3353,W,2011,139,NCAATourney,0,1,1,3353,3256,76,51,25,127,N,1,0,0,0,0,0,W07,7.0,W,W10,10.0,W,28,55,5,13,15,18,8,36,18,12,9,6,21,17,63,3,23,14,20,13,21,7,10,9,4,16,10210,True
W_2011_139_3257_3435,W,2011,139,NCAATourney,0,1,1,3257,3435,81,62,19,143,N,1,0,0,0,0,0,X07,7.0,X,X10,10.0,X,30,50,8,19,13,14,9,26,20,20,10,2,11,25,57,7,18,5,6,7,12,15,14,12,3,15,10211,True
W_2011_139_3268_3384,W,2011,139,NCAATourney,0,1,1,3268,3384,70,48,22,118,H,0,1,0,0,1,0,Z04,4.0,Z,Z13,13.0,Z,23,58,5,17,19,29,21,28,12,23,12,6,17,16,52,4,15,12,18,12,20,10,24,11,1,20,10212,True
W_2011_139_3270_3401,W,2011,139,NCAATourney,0,1,1,3401,3270,87,47,40,134,N,1,0,0,0,0,0,W02,2.0,W,W15,15.0,W,37,65,3,11,10,11,16,29,26,13,8,5,14,19,59,4,17,5,10,13,12,3,14,5,0,13,10213,True
W_2011_139_3277_3320,W,2011,139,NCAATourney,0,1,1,3277,3320,69,66,3,135,N,1,0,0,0,0,0,W04,4.0,W,W13,13.0,W,28,60,8,20,5,10,7,27,17,12,8,6,16,24,53,4,14,14,19,7,28,12,15,7,1,16,10214,True
W_2011_139_3355_3462,W,2011,139,NCAATourney,0,1,1,3462,3355,72,56,16,128,H,0,1,0,0,1,0,X02,2.0,X,X15,15.0,X,25,59,3,12,19,29,16,29,11,13,6,6,15,18,51,5,18,15,18,4,22,12,11,4,2,17,10215,True
W_2011_140_3177_3336,W,2011,140,NCAATourney,0,1,1,3177,3336,75,73,2,148,A,0,0,1,1,0,0,Z03,3.0,Z,Z06,6.0,Z,27,69,8,29,13,23,22,18,10,14,9,1,15,29,61,2,13,13,16,14,24,12,17,8,3,16,10216,True
W_2011_140_3181_3265,W,2011,140,NCAATourney,0,1,1,3181,3265,71,66,5,137,H,0,1,0,0,1,0,Z02,2.0,Z,Z10,10.0,Z,27,63,5,17,12,23,21,22,14,16,12,1,10,26,54,10,27,4,5,6,22,20,20,6,3,19,10217,True
